0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.748553706952829412e-01,2.950809403776398845e-02,2.140977503830285011e-01,6.111234993017669037e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,5.443282835184932722e-01,3.241865503336063825e-01,5.095138893175729100e-01,7.122730649826631844e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.609837144406656373e-01,1.428870796988861991e-01,3.403639371307461969e-01,6.702411425599630324e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.075777578461347472e-01,4.636302035663866228e-01,6.493066185003226742e-01,8.899989043665519350e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.014317976178450653e-01,8.554240027738466146e-02,2.999378431161143777e-01,6.513137046936848806e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.589103757194490596e-01,7.632734308281891034e-01,8.980911864118610310e-01,9.313682218488441578e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.851281321806185431e-01,1.945491466174993911e-01,4.252375017010870950e-01,7.099788208850874582e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.844254614627056643e-01,6.008754899563598650e-01,6.699356399595568501e-01,9.634310028757908650e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.130442290841634723e-01,1.041386313909459377e-01,2.735805069532396550e-01,6.461528790674873068e-01
1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.113571402661301724e-01,3.247415875306097766e-01,5.900029779626145832e-01,8.221438447663650395e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.808070992865604909e-01,1.743487577463460891e-01,3.593010006353946073e-01,6.791074478904821632e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.624702503624523953e-01,7.890650480809751066e-01,9.734900073985075508e-01,9.692570128941495611e-01
0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.210842570175009403e-01,1.198508477365980845e-01,3.433509485036818631e-01,6.716396568994054128e-01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.669139584954350664e-01,7.974360820276156225e-01,9.821958588135029089e-01,9.731603182628933979e-01
